word	definition	part	chapter	author
nabtuqum (N passive of G batāqum)	 to be cut off, deducted; to be cut through, pierced; to be divided; to be stopped (work) 	verb	35	huehnergard
namrāʾū (always pl.)	 fatlings	noun	35	huehnergard
napḫarum (napḫar)	 total, sum; totality, all (cf. paḫārum)	noun	35	huehnergard
naqûm (G [i])	 to pour out, as a libation, offer, sacrifice	verb	35	huehnergard
naṭûm (verb. adj.) (naṭu-; G only in verb. adj.)	 fitting, suitable, appropriate	verbal_adjective	35	huehnergard
niqûm / nīqum (niqi- / nīq-)	 offering, sacrifice	noun	35	huehnergard
riāšum (G [i])	 to rejoice (cf. rīštum)	verb	35	huehnergard
ṣamādum (G [i])	 to tie, bind, attach; to yoke, harness; to make (s.th.) ready (ṣummudum D = G) (cf. ṣimdatum)	verb	35	huehnergard
šanûm a (G [i])	 to do twice, double, again (in hendiadys)	verb	35	huehnergard
šanûm b (G [i])	 to change (intrans.), become different, strange	verb	35	huehnergard
šaqûm (G [i])	 to cause / give to drink, to water (used as causative of šatûm)	verb	35	huehnergard
šattam	this year	adverb	35	huehnergard
šebûm (G [e])	 to become satisfied, sate oneself (with: acc.)	verb	35	huehnergard
šubbûm (D šebûm)	 to satisfy, please (s.o. w/s.th.: double acc.)	verb	35	huehnergard
ṣummudum (D = G ṣamādum)	 to tie, bind, attach; to yoke, harness; to make (s.th.) ready	verb	35	huehnergard
šumšûm (Š mašûm)	 to cause to forget, neglect	verb	35	huehnergard
šunnûm a (D šanûm a)	 to repeat, tell; to count	verb	35	huehnergard
šunnûm b (D šanûm b)	 to change, alter (trans.)	verb	35	huehnergard
sūt Šamaš	the seah of (the) Šamaš (temple) (a seah of specific size)	idiomatic_expression	35	huehnergard
šutannûm a (Dt passive of D šunnûm a)	 to be repeated, told; to be counted	verb	35	huehnergard
šutannûm b (Dt passive of D šunnûm b)	 to be changed, altered	verb	35	huehnergard
šutaʾʾum (Dt only; root š-ʾ-weak; OB letters only)	 to be idle, lazy (about: ana/dat.); to relax	verb	35	huehnergard
šutlumum (Š; not in G)	 to give, bestow, confer, lend	verb	35	huehnergard
tanīttum (tanītti)	 praise, glory	noun	35	huehnergard
unqum (fem.; pl. unqātum)	 ring	noun	35	huehnergard
ana	(prep): to			caplice
arnum	sin, crime, punishment			caplice
ašrum	place			caplice
aššum	(prep): because of, concerning; (conj.): because			caplice
awīlum	man			caplice
bītum	house			caplice
dannum, f. dannatum	strong, powerful			caplice
erretum, pl. errētum	curse, malediction			caplice
ezzum, f. ezzetum	angry			caplice
gitmālum	perfect, noble			caplice
ilum; pl. ilū or ilānū	god			caplice
ina	in, among, from, withing, with (instrumental)			caplice
išātum (f.), pl. išātātum	fire			caplice
ištu	(prep.): from; (conj.): since, after			caplice
kabtum, f. kabittum	heavy, honored, important (person)			caplice
kadrum	wild, fierce			caplice
kīma	(prep.): like, as; (conj.): as, that, when			caplice
maḫrum	front			caplice
marṣum, f. maruštum	sick, difficult, painful			caplice
nišū (f., pl.)	people			caplice
pušqum	difficulty			caplice
rabûm (from rabium), f. rabītum	great			caplice
rīmum	wild bull			caplice
sapḫum	scattered			caplice
šarrum	king			caplice
tamḫārum	battle			caplice
ummum (f.)	mother			caplice
wardum	slave, servant			caplice
wašṭum	difficult, hard, fierce			caplice
zikarum/zikrum	male, man			caplice
 šanûm	second, other			caplice
abum, pl. abbū	father			caplice
aḫum, pl. aḫḫū	brother			caplice
aššatum (stem 'ant)	wife			caplice
awātum, pl. awâtum	word			caplice
bānûm (from bānium)	builder, maker			caplice
bēltum, pl. bēlētum	lady, mistress			caplice
bēlum	lord, master, owner			caplice
bīšum	possession			caplice
dārûm (from dārium)	(ever)lasting			caplice
dīnum	judgment, legal case			caplice
ekallum	palace			caplice
eli	on, upon			caplice
eqlum (m.), pl. eqlētum (f.) [root: ḥql]	field			caplice
errēšum [root: ḥrt]	(tenant-)farmer			caplice
erṣetum	earth			caplice
eṣemtum, pl. eṣmētum	bone			caplice
ḫulqum	lost object			caplice
idum	arm, side			caplice
īnum	eye			caplice
itti	with			caplice
kalûm	totality, entirety			caplice
kunukkum	cylinder seal			caplice
libbum	heart, center, middle			caplice
mārum	son			caplice
mātum	land			caplice
mīšarum [root: yšr]	justice			caplice
nidintum, nidittum	gift			caplice
qātum (f.)	hand			caplice
qīštum	present, gift			caplice
rē'ûtum	shepherdship			caplice
ṣīrum, f. ṣīrtum	exalted			caplice
šaknum (from šakinum)	governor			caplice
  šaluštum (from the ordinal šalšum)	one third			caplice
 šamû (m. pl.; from šamā'ū)	sky, heavens			caplice
šarratum	queen			caplice
šarrūtum	kingship			caplice
šiprum	work			caplice
šubtum	seat, dwelling			caplice
šulmum	wholeness, health			caplice
šumum	name, offspring			caplice
šūqurum, f. šūqurtum	very costly, precious			caplice
ṭuppum	(clay-)tablet			caplice
u	and			caplice
zērum	seed			caplice
zittum	share (of property)			caplice
rubûm (from rubā'um)	prince, noble			caplice
ṣeḫrum, f. ṣeḫertum	small			caplice
ṣibtum (construct: ṣibat) [root: wṣb]	interest (on capital)			caplice
bašûm	to be			caplice
lamādum (a)	to learn; D: to teach, inform			caplice
ellum	pure, holy			caplice
mūšum	night			caplice
ṣalmum	black			caplice
nadûm	to throw			caplice
šammum	plant			caplice
ammatum	cubit			caplice
immerum	sheep			caplice
etēqum	to pass			caplice
alākum (dur. illak; pf. illik)	to go; Gt: to go away; Gtn: to walk about			caplice
dayyānum	judge			caplice
iṣum	tree, wood			caplice
kaspum	silver			caplice
kašādum (a/u)	to reach, arrive at, conquer			caplice
maḫāṣum (a)	to beat, strike			caplice
mû (from mā'ū)	water			caplice
nadānum (i)	to give			caplice
nakāsum (i)	to cut down, cut off			caplice
namkūrum [root: mkr]	possession			caplice
naṣārum (a-u)	to guard, keep			caplice
nīšum	oath (lit. life)			caplice
nuḫšum	abundance			caplice
palāḫum (a)	to fear, reverence			caplice
paqādum (i)	to care for (acc.), to entrust (acc.) to (ana/dat.)			caplice
parāsum (a-u)	to cut, divide			caplice
pašāṭum (i)	to erase, efface			caplice
pûm (b.f. pī)	mouth			caplice
purussûm (from purussā 'um)	decision			caplice
purussâm parāsum	to make a decision			caplice
ragāmum (u)	to claim, raise a legal claim			caplice
rittum [root: rḫt]	wrist, hand			caplice
ṣabātum (a)	to seize			caplice
šakānum (a-u)	to put, place, set			caplice
šarāqum (i)	to steal			caplice
šebērum (i, dur. išebbir, pret. išbir, tešbir)	to break			caplice
šebrum	broken			caplice
šumma	if			caplice
maḫar	in front of, before			caplice
šarākum (a-u)	to present, give			caplice
adi	(prep.) until, as far as, together with; (conj.) as long as, until			caplice
ana mīnim	why?			caplice
ammīni(m)	why?			caplice
anumma	now, herewith			caplice
balāṭum (u)	to live, be in health			caplice
gimillum	favor			caplice
ḫalāqum (i)	to be lost, destroyed, perish; D: to destroy			caplice
inūma	when			caplice
kī'am	thus, as follows			caplice
kirûm (from kiri'um)	orchard, garden			caplice
kittum (f. of kīnum); pl. kinātum	truth, justice			caplice
lāma	before			caplice
lū….lū	either…. Or			caplice
mārtum	daughter			caplice
narûm	stele			caplice
rīmum	beloved			caplice
sinništum	woman			caplice
šapārum (a-u)	send; send (a letter), write ('to'=dat.)			caplice
šarraāqum	thief			caplice
šaṭārum (a-u)	to write			caplice
šiqlum	shekel			caplice
tamkārum	merchant			caplice
ṭarādum (a-u)	to send (a person)			caplice
ṭēmum [root: ṭ'm]	news, report, decision			caplice
ū	or			caplice
ul	not			caplice
walādum (dur. ullad; pret. ūlid)	to bear, give birth to (acc.); N: to be born, begotten			caplice
warki	after			caplice
ayyûm	which, what?			caplice
annûm	this			caplice
arḫiš	quickly			caplice
baqārum (a-u)	to claim (legally)			caplice
dabābum (u)	to speak			caplice
ḫaṭṭum (usually f.); pl. ḫaṭṭātum	staff, scepter			caplice
karābum (a-u)	to bless, greet, pray (for = dat.)			caplice
lā	not			caplice
labāšum (a)	to put on, wear; Gt to clothe oneself, put on (+ acc.); D to clothe someone (acc.) with (acc.); Š to clothe (metaphorical use)			caplice
labirum	old			caplice
magārum (a-u)	to agree to (acc.), welcome; Gt agree with (itti) someone about (ana)			caplice
mannum	who?			caplice
mīnum	what?			caplice
minûm	what?			caplice
muštālum [root: š'l]	prudent			caplice
qaqqadum	head; reflexive pronoun when suffix is attached (i.e.  Myself, yourself, himself, etc.)			caplice
qaqqadum kabtum	honored self, honor			caplice
rē'ûm (G ptc. of *r'i)	shepherd			caplice
ṣibtum (b.f. ṣibit)	agricultural holding, property			caplice
šalāmum (i)	to be whole, healthy			caplice
ullûm	that			caplice
watar (status absoluts used as adv.)	further, excessively			caplice
dZarpanītum	goddess, spouse of Marduk			caplice
abbuttum	slave-lock			caplice
Aya	goddess; spouse of Shamash			caplice
ālum	city, village			caplice
bulluṭum	D: to heal, give life to			caplice
gigunûm (stem giguna-)	terrace-temple			caplice
gullubum	D: to shave, shave off			caplice
išdum	foundation (often dual)			caplice
kamārum (a-u)	G/D: to pile up, heap up			caplice
mēreštum [root: ḫrt]	cultivation, field			caplice
mimma šumšu	"anything whatsoever, everything (lit. ""whatever its name"")"			caplice
rapāšum (i)	to be/become broad; D: to make broad, abundant			caplice
sanāqum (i)	to come close; G/D: to check, control			caplice
sarrum	false, lying			caplice
ṣubātum	garment, mantle			caplice
šadālum (i)	to be wide; D: to widen			caplice
ûm/še'um	barley			caplice
kalālum	Š: to perfect, complete			caplice
rašādum	Š: to found firmly			caplice
têrtum; pl. têrētum [root: w'r]	command; (extispicy) omen			caplice
umma	thus (says)			caplice
warqum	green, yellow-green			caplice
ayyûmma	some			caplice
dullum	work, ritual			caplice
ibašši	there is			caplice
kabātum (i)	to be heavy; D: to make heavy, to honor			caplice
kayyāniš	constantly			caplice
maḫārum (a-u)	to receive			caplice
mala	as much as			caplice
mamman	someone, anyone\			caplice
marāṣum (a)	to be sick, difficult, grieved			caplice
mimma	something, anything			caplice
mimmû-, mimmê-, mimmâ- + possessive suffix	something of his, hers, yours, etc.			caplice
mūšum	night			caplice
nakādum (u)	to beat (of heart), to be disturbed			caplice
saḫārum (u)	to turn, turn to, seek, concern oneself about (ana)			caplice
šattukkum	ration (Mari); regular offering			caplice
šarûm (from šarium)	rich, wealthy			caplice
urrum	light, day			caplice
zamārum (u, also a-u)	to sing			caplice
palāsum (a-u)	N: to look at (favorably)			caplice
banûm (-i)	to make, create, build			caplice
bašûm (-i)	to be; Š: to cause to exist; N: to come to be, appear, grow (ingressive)			caplice
dayyānūtum	judgeship			caplice
epištum	deed			caplice
gamālum (i)	to spare, show mercy			caplice
 ḫadûm (-u); stative: ḫadi	to rejoice; D: to make happy			caplice
Íd	"the god ""River, Canal"""			caplice
kalûm(-a)	to retain, hold back, withhold			caplice
kussûm (from kussium)	throne, seat			caplice
leqûm (-e)	to take			caplice
manûm (-u)	to count, reckon, consider, recite			caplice
petûm (-e)	to open			caplice
rabûm (-i)	to become great, grow; D: to raise (children); Š: to make great			caplice
rašûm (-i)	to acquire			caplice
redûm (-i/e)	to lead, bring			caplice
salāmum (i)	to be reconcilied with, be friendly, be in good relations			caplice
šalûm (-i)	to plunge (into the river[-god])			caplice
šemûm (-e)	to hear			caplice
šurqum	stolen object			caplice
tazzimtum [root: nzm]	complaint			caplice
tebûm (-i)	to rise up; Š: to raise up			caplice
ṭābum	good, sweet, pleasant			caplice
abūbum	flood			caplice
dâkum (a-u)	to kill			caplice
Ellilūtum	Ellil-ship			caplice
kânum (a-u)	to be firm; D: to make firm, fast, to prove			caplice
kiššatum	entirety, universe			caplice
mâtum (a-u)	to die; Š: to cause the death of, to murder			caplice
mutum	husband			caplice
riābum (a-i)	to replace, substitute, make restitution			caplice
riāšum (a-i)	to rejoice; D: to make rejoice			caplice
šâmum (a)	to buy			caplice
šiāmum (a-i)	to fix, determine			caplice
šīmtum [root: šīm]	fate			caplice
šīrum	flesh			caplice
šīram ṭubbum	to give joy to			caplice
šumruṣum	sick, very ill			caplice
târum (a-u)	to return; D: to make return, to restore (to its place); to turn something into something else			caplice
tillum	tell, remains of an old city			caplice
ṭiābum (a-i)	to be good, pleasant, sweet; D: to make pleasant			caplice
wârum (a-i; [root: w'r])	to go off; D: to send, command, instruct			caplice
zâzum (a-u)	to divide, receive a share of (an inheritance)			caplice
zêrum (e )	to hate			caplice
aḫāzum (a-u)	to take, seize, take in marriage			caplice
akālum (a-u)	to eat			caplice
amārum (a-u)	to see			caplice
apālum (a-u)	to answer, satisfy, pay			caplice
ebēbum (i)	to be pure, holy; D: to purify; Dt: to be purified			caplice
edēšum (i)	to be new; D: to renew			caplice
epēšum (a-u or u)	to do, make			caplice
erēbum (u)	to enter; Š: to cause to enter			caplice
erēšum (i) A	to ask for			caplice
erēšum (i) B	to cultivate (a field)			caplice
ešērum (i)	to be straight, in order, to be a success; Š: to put in order; Št: to keep in order, lead aright			caplice
ezēbum (i)	to leave, leave behind			caplice
kišpū (pl.)	sorcery			caplice
nakārum (i)	to be foreign, be in enmity, be estranged from (itti)			caplice
naṭālum (a-u)	to look at, see			caplice
nērtum	murder			caplice
šuluḫḫum (from ŠU.LUḪ)	ritual cleansing, hand washing, ritual			caplice
šuttum (pl. šunātum)	dream			caplice
warka	after			caplice
arba'um	four			caplice
enšum	weak			caplice
erbûm, f. erbettum	four			caplice
ešrum	ten			caplice
ḫabālum (a/u, also i)	to oppress, wrong			caplice
ištēn, f. ištiat, ištēt	one, first			caplice
kibrātum (pl.)	world regions			caplice
manûm (from manā'um, written MA.NA)	mina			caplice
nawārum	to be bright; D: to enlighten, shed light on			caplice
qabûm (i)	to say, speak			caplice
rebûm	fourth			caplice
šattum, pl. šanātum	year			caplice
šittān	two thirds			caplice
wabālum (ubbal, ubil)	to carry			caplice
wašābum (uššab, ušib)	to sit, dwell			caplice
watārum (ittir, ītir)	to be excessive; Š: to make excessive, multiply			caplice
wašārum	D: to release, let go			caplice
zā'irum	hostile (substantivized: enemy)			caplice
alpum	ox			caplice
bīrum	divination			caplice
elûm (i)	to go up; Gt + ina: to forfeit			caplice
enûm (i)	to change (transitive)			caplice
gimrum	totality			caplice
idûm	to know			caplice
išûm (u)	to have			caplice
izuzzum	to stand; + dat.: to stand before, come before; + ana/ina pān(ī): to stand in the service of, to serve			caplice
le'ûm (e/i)	to be able			caplice
nabalkutum	to  cross over, transgress, revolt			caplice
napalsuḫum	to prostrate oneself			caplice
našûm (i)	to raise, bear, carry; (raise the eye to = covet)			caplice
nīšum	lifting			caplice
nīš qātim	prayer			caplice
numātum	household goods			caplice
nūrum	light, day			caplice
qu''ûm	to await			caplice
sarrātum (f. pl.)	lies, deception			caplice
ṣābum	soldiers, workmen			caplice
šībūtum	testimony			caplice
še'ûm (e/i)	to seek			caplice
wapûm (i)	to become visible; Š: to make visible, glorify			caplice
warûm (u)	to lead			caplice
waṣûm (i)	to go out; Š: to cause to go out			caplice
